cod_grupo;grupo;cod_proceso;proceso;cod_articulo;articulo;peso;cod_estandar;nombre_estandar;t_estandar
2;MANTENIMIENTO;3;ENSAMBLAR;1866;FORMALETA GRAN FORMATO 600 X 2400 MM;50;2031866;ENSAMBLAR_1866;9
2;MANTENIMIENTO;10;IMPERMEABILIZAR;1866;FORMALETA GRAN FORMATO 600 X 2400 MM;50;2101866;IMPERMEABILIZAR_1866;1,5
2;MANTENIMIENTO;11;LIJAR;1866;FORMALETA GRAN FORMATO 600 X 2400 MM;50;2111866;LIJAR_1866;4
2;MANTENIMIENTO;4;LIMPIAR;1866;FORMALETA GRAN FORMATO 600 X 2400 MM;50;2041866;LIMPIAR_1866;24
2;MANTENIMIENTO;5;LUBRICAR / ENGRASAR;1866;FORMALETA GRAN FORMATO 600 X 2400 MM;50;2051866;LUBRICAR / ENGRASAR_1866;2
2;MANTENIMIENTO;1;MANTENIMIENTO;1866;FORMALETA GRAN FORMATO 600 X 2400 MM;50;2011866;MANTENIMIENTO_1866;63,5
2;MANTENIMIENTO;6;MARCAR / PINTAR;1866;FORMALETA GRAN FORMATO 600 X 2400 MM;50;2061866;MARCAR / PINTAR_1866;6
2;MANTENIMIENTO;12;MASILLAR;1866;FORMALETA GRAN FORMATO 600 X 2400 MM;50;2121866;MASILLAR_1866;9
2;MANTENIMIENTO;2;ENDEREZAR;2537;FORMALETA GRAN FORMATO 600 X 600 MM;12,33;2022537;ENDEREZAR_2537;7
2;MANTENIMIENTO;3;ENSAMBLAR;2537;FORMALETA GRAN FORMATO 600 X 600 MM;12,33;2032537;ENSAMBLAR_2537;5
2;MANTENIMIENTO;10;IMPERMEABILIZAR;2537;FORMALETA GRAN FORMATO 600 X 600 MM;12,33;2102537;IMPERMEABILIZAR_2537;2
2;MANTENIMIENTO;11;LIJAR;2537;FORMALETA GRAN FORMATO 600 X 600 MM;12,33;2112537;LIJAR_2537;3
2;MANTENIMIENTO;4;LIMPIAR;2537;FORMALETA GRAN FORMATO 600 X 600 MM;12,33;2042537;LIMPIAR_2537;15
2;MANTENIMIENTO;5;LUBRICAR / ENGRASAR;2537;FORMALETA GRAN FORMATO 600 X 600 MM;12,33;2052537;LUBRICAR / ENGRASAR_2537;1
2;MANTENIMIENTO;1;MANTENIMIENTO;2537;FORMALETA GRAN FORMATO 600 X 600 MM;12,33;2012537;MANTENIMIENTO_2537;44
2;MANTENIMIENTO;6;MARCAR / PINTAR;2537;FORMALETA GRAN FORMATO 600 X 600 MM;12,33;2062537;MARCAR / PINTAR_2537;4
2;MANTENIMIENTO;12;MASILLAR;2537;FORMALETA GRAN FORMATO 600 X 600 MM;12,33;2122537;MASILLAR_2537;7
2;MANTENIMIENTO;2;ENDEREZAR;688;FORMALETA METALICA DE 100 X 1200 MM TAPA;6,2;202688;ENDEREZAR_688;5
2;MANTENIMIENTO;4;LIMPIAR;688;FORMALETA METALICA DE 100 X 1200 MM TAPA;6,2;204688;LIMPIAR_688;7
2;MANTENIMIENTO;5;LUBRICAR / ENGRASAR;688;FORMALETA METALICA DE 100 X 1200 MM TAPA;6,2;205688;LUBRICAR / ENGRASAR_688;1
2;MANTENIMIENTO;1;MANTENIMIENTO;688;FORMALETA METALICA DE 100 X 1200 MM TAPA;6,2;201688;MANTENIMIENTO_688;16
2;MANTENIMIENTO;6;MARCAR / PINTAR;688;FORMALETA METALICA DE 100 X 1200 MM TAPA;6,2;206688;MARCAR / PINTAR_688;3
2;MANTENIMIENTO;2;ENDEREZAR;697;FORMALETA METALICA DE 150 X 1200 MM TAPA;7,6;202697;ENDEREZAR_697;5
2;MANTENIMIENTO;4;LIMPIAR;697;FORMALETA METALICA DE 150 X 1200 MM TAPA;7,6;204697;LIMPIAR_697;7
2;MANTENIMIENTO;5;LUBRICAR / ENGRASAR;697;FORMALETA METALICA DE 150 X 1200 MM TAPA;7,6;205697;LUBRICAR / ENGRASAR_697;1
2;MANTENIMIENTO;1;MANTENIMIENTO;697;FORMALETA METALICA DE 150 X 1200 MM TAPA;7,6;201697;MANTENIMIENTO_697;16
2;MANTENIMIENTO;6;MARCAR / PINTAR;697;FORMALETA METALICA DE 150 X 1200 MM TAPA;7,6;206697;MARCAR / PINTAR_697;3
2;MANTENIMIENTO;2;ENDEREZAR;706;FORMALETA METALICA DE 200 X 1200 MM TAPA;9,6;202706;ENDEREZAR_706;5
2;MANTENIMIENTO;4;LIMPIAR;706;FORMALETA METALICA DE 200 X 1200 MM TAPA;9,6;204706;LIMPIAR_706;7
2;MANTENIMIENTO;5;LUBRICAR / ENGRASAR;706;FORMALETA METALICA DE 200 X 1200 MM TAPA;9,6;205706;LUBRICAR / ENGRASAR_706;1
2;MANTENIMIENTO;1;MANTENIMIENTO;706;FORMALETA METALICA DE 200 X 1200 MM TAPA;9,6;201706;MANTENIMIENTO_706;16
2;MANTENIMIENTO;6;MARCAR / PINTAR;706;FORMALETA METALICA DE 200 X 1200 MM TAPA;9,6;206706;MARCAR / PINTAR_706;3
2;MANTENIMIENTO;1;MANTENIMIENTO;705;FORMALETA METALICA DE 200 X 600 MM TAPA;0;201705;MANTENIMIENTO_705;9
2;MANTENIMIENTO;2;ENDEREZAR;713;FORMALETA METALICA DE 250 X 1200 MM TAPA;12,2;202713;ENDEREZAR_713;5
2;MANTENIMIENTO;4;LIMPIAR;713;FORMALETA METALICA DE 250 X 1200 MM TAPA;12,2;204713;LIMPIAR_713;8
2;MANTENIMIENTO;5;LUBRICAR / ENGRASAR;713;FORMALETA METALICA DE 250 X 1200 MM TAPA;12,2;205713;LUBRICAR / ENGRASAR_713;1
2;MANTENIMIENTO;1;MANTENIMIENTO;713;FORMALETA METALICA DE 250 X 1200 MM TAPA;12,2;201713;MANTENIMIENTO_713;17
2;MANTENIMIENTO;6;MARCAR / PINTAR;713;FORMALETA METALICA DE 250 X 1200 MM TAPA;12,2;206713;MARCAR / PINTAR_713;3
2;MANTENIMIENTO;2;ENDEREZAR;722;FORMALETA METALICA DE 300 X 1200 MM TAPA;13,7;202722;ENDEREZAR_722;5
2;MANTENIMIENTO;4;LIMPIAR;722;FORMALETA METALICA DE 300 X 1200 MM TAPA;13,7;204722;LIMPIAR_722;8
2;MANTENIMIENTO;5;LUBRICAR / ENGRASAR;722;FORMALETA METALICA DE 300 X 1200 MM TAPA;13,7;205722;LUBRICAR / ENGRASAR_722;1
2;MANTENIMIENTO;1;MANTENIMIENTO;722;FORMALETA METALICA DE 300 X 1200 MM TAPA;13,7;201722;MANTENIMIENTO_722;17
2;MANTENIMIENTO;6;MARCAR / PINTAR;722;FORMALETA METALICA DE 300 X 1200 MM TAPA;13,7;206722;MARCAR / PINTAR_722;3
2;MANTENIMIENTO;2;ENDEREZAR;731;FORMALETA METALICA DE 350 X 1200 MM TAPA;17,5;202731;ENDEREZAR_731;5
2;MANTENIMIENTO;4;LIMPIAR;731;FORMALETA METALICA DE 350 X 1200 MM TAPA;17,5;204731;LIMPIAR_731;8
2;MANTENIMIENTO;5;LUBRICAR / ENGRASAR;731;FORMALETA METALICA DE 350 X 1200 MM TAPA;17,5;205731;LUBRICAR / ENGRASAR_731;1
2;MANTENIMIENTO;1;MANTENIMIENTO;731;FORMALETA METALICA DE 350 X 1200 MM TAPA;17,5;201731;MANTENIMIENTO_731;17
2;MANTENIMIENTO;6;MARCAR / PINTAR;731;FORMALETA METALICA DE 350 X 1200 MM TAPA;17,5;206731;MARCAR / PINTAR_731;3
2;MANTENIMIENTO;2;ENDEREZAR;736;FORMALETA METALICA DE 400 X 1200 MM TAPA;18,7;202736;ENDEREZAR_736;7,5
2;MANTENIMIENTO;4;LIMPIAR;736;FORMALETA METALICA DE 400 X 1200 MM TAPA;18,7;204736;LIMPIAR_736;10,5
2;MANTENIMIENTO;5;LUBRICAR / ENGRASAR;736;FORMALETA METALICA DE 400 X 1200 MM TAPA;18,7;205736;LUBRICAR / ENGRASAR_736;1,5
2;MANTENIMIENTO;1;MANTENIMIENTO;736;FORMALETA METALICA DE 400 X 1200 MM TAPA;18,7;201736;MANTENIMIENTO_736;23
2;MANTENIMIENTO;6;MARCAR / PINTAR;736;FORMALETA METALICA DE 400 X 1200 MM TAPA;18,7;206736;MARCAR / PINTAR_736;3,5
2;MANTENIMIENTO;2;ENDEREZAR;742;FORMALETA METALICA DE 450 X 1200 MM TAPA;19,7;202742;ENDEREZAR_742;7,5
2;MANTENIMIENTO;4;LIMPIAR;742;FORMALETA METALICA DE 450 X 1200 MM TAPA;19,7;204742;LIMPIAR_742;10,5
2;MANTENIMIENTO;5;LUBRICAR / ENGRASAR;742;FORMALETA METALICA DE 450 X 1200 MM TAPA;19,7;205742;LUBRICAR / ENGRASAR_742;1,5
2;MANTENIMIENTO;1;MANTENIMIENTO;742;FORMALETA METALICA DE 450 X 1200 MM TAPA;19,7;201742;MANTENIMIENTO_742;23
2;MANTENIMIENTO;6;MARCAR / PINTAR;742;FORMALETA METALICA DE 450 X 1200 MM TAPA;19,7;206742;MARCAR / PINTAR_742;3,5
2;MANTENIMIENTO;2;ENDEREZAR;749;FORMALETA METALICA DE 500 X 1200 MM TAPA;21;202749;ENDEREZAR_749;7,5
2;MANTENIMIENTO;4;LIMPIAR;749;FORMALETA METALICA DE 500 X 1200 MM TAPA;21;204749;LIMPIAR_749;10,5
2;MANTENIMIENTO;5;LUBRICAR / ENGRASAR;749;FORMALETA METALICA DE 500 X 1200 MM TAPA;21;205749;LUBRICAR / ENGRASAR_749;1,5
2;MANTENIMIENTO;1;MANTENIMIENTO;749;FORMALETA METALICA DE 500 X 1200 MM TAPA;21;201749;MANTENIMIENTO_749;23
2;MANTENIMIENTO;6;MARCAR / PINTAR;749;FORMALETA METALICA DE 500 X 1200 MM TAPA;21;206749;MARCAR / PINTAR_749;3,5
2;MANTENIMIENTO;2;ENDEREZAR;755;FORMALETA METALICA DE 550 X 1200 MM TAPA;0;202755;ENDEREZAR_755;8
2;MANTENIMIENTO;4;LIMPIAR;755;FORMALETA METALICA DE 550 X 1200 MM TAPA;0;204755;LIMPIAR_755;13
2;MANTENIMIENTO;5;LUBRICAR / ENGRASAR;755;FORMALETA METALICA DE 550 X 1200 MM TAPA;0;205755;LUBRICAR / ENGRASAR_755;2
2;MANTENIMIENTO;1;MANTENIMIENTO;755;FORMALETA METALICA DE 550 X 1200 MM TAPA;0;201755;MANTENIMIENTO_755;27
2;MANTENIMIENTO;6;MARCAR / PINTAR;755;FORMALETA METALICA DE 550 X 1200 MM TAPA;0;206755;MARCAR / PINTAR_755;4
2;MANTENIMIENTO;2;ENDEREZAR;762;FORMALETA METALICA DE 600 X 1200 MM TAPA;26;202762;ENDEREZAR_762;8
2;MANTENIMIENTO;4;LIMPIAR;762;FORMALETA METALICA DE 600 X 1200 MM TAPA;26;204762;LIMPIAR_762;13
2;MANTENIMIENTO;5;LUBRICAR / ENGRASAR;762;FORMALETA METALICA DE 600 X 1200 MM TAPA;26;205762;LUBRICAR / ENGRASAR_762;2
2;MANTENIMIENTO;1;MANTENIMIENTO;762;FORMALETA METALICA DE 600 X 1200 MM TAPA;26;201762;MANTENIMIENTO_762;27
2;MANTENIMIENTO;6;MARCAR / PINTAR;762;FORMALETA METALICA DE 600 X 1200 MM TAPA;26;206762;MARCAR / PINTAR_762;4
2;MANTENIMIENTO;1;MANTENIMIENTO;911;FORMALETA PARA PISO BISEL 0.15 X 0.20 X 2.40 M;0;201911;MANTENIMIENTO_911;25
2;MANTENIMIENTO;1;MANTENIMIENTO;1169;GANCHO  COLGANTE TRADICIONAL;0;2011169;MANTENIMIENTO_1169;1
2;MANTENIMIENTO;1;MANTENIMIENTO;1250;GANCHO HORIZONTAL;1;2011250;MANTENIMIENTO_1250;16,34615385
2;MANTENIMIENTO;1;MANTENIMIENTO;1251;GANCHO HORIZONTAL COLGANTE TRADICIONAL (TORNILLO + CHAPOLA);1;2011251;MANTENIMIENTO_1251;16,34615385
2;MANTENIMIENTO;1;MANTENIMIENTO;1434;GANCHO HORIZONTAL DOBLE  (TORNILLO + CHAPOLA);1;2011434;MANTENIMIENTO_1434;16,35
2;MANTENIMIENTO;1;MANTENIMIENTO;2540;GATO DOBLE ACCION BASE PLANA 2.7 M A 3.3 M GRAN FORMATO;17,9;2012540;MANTENIMIENTO_2540;8
2;MANTENIMIENTO;1;MANTENIMIENTO;445;GATO TENSOR DE 3/8;0;201445;MANTENIMIENTO_445;3
2;MANTENIMIENTO;1;MANTENIMIENTO;1854;GRAPA DE ENSAMBLE CON CUÑA GRAN FORMATO;1,12;2011854;MANTENIMIENTO_1854;2
2;MANTENIMIENTO;1;MANTENIMIENTO;2531;GRAPA TRASLAPO FORMALETA GRAN FORMATO;0,37;2012531;MANTENIMIENTO_2531;1
2;MANTENIMIENTO;1;MANTENIMIENTO;2609;GRILLETE 1/4 TRABAJO PESADO;0;2012609;MANTENIMIENTO_2609;0,75
2;MANTENIMIENTO;1;MANTENIMIENTO;2118;"GRILLETE 3/8"" ANDAMIO COLGANTE";0;2012118;MANTENIMIENTO_2118;0,75
2;MANTENIMIENTO;1;MANTENIMIENTO;1170;"GRILLETE DE 3/8"" PARA ANDAMIO COLGANTE - no usar";0;2011170;MANTENIMIENTO_1170;0,75
2;MANTENIMIENTO;1;MANTENIMIENTO;1702;"GRILLETE TIPO LIRA DE 1/2""";0,05;2011702;MANTENIMIENTO_1702;0,75
2;MANTENIMIENTO;1;MANTENIMIENTO;1596;GUAYA DE PROTECCION ANTILATIGO;0;2011596;MANTENIMIENTO_1596;60
2;MANTENIMIENTO;1;MANTENIMIENTO;594;HERRAMIENTA PARA BARANDA ESCALERA;0;201594;MANTENIMIENTO_594;1
2;MANTENIMIENTO;1;MANTENIMIENTO;358;HIBRIDO ANDAMIO DE CARGA;22;201358;MANTENIMIENTO_358;21,03389831
2;MANTENIMIENTO;1;MANTENIMIENTO;572;HORIZONTAL 0.70 M;4;201572;MANTENIMIENTO_572;5,630662021
2;MANTENIMIENTO;1;MANTENIMIENTO;1686;HORIZONTAL 0.75 M;4;2011686;MANTENIMIENTO_1686;5,630662021
2;MANTENIMIENTO;1;MANTENIMIENTO;3291;HORIZONTAL 1.09 M;0;2013291;MANTENIMIENTO_3291;0,75
2;MANTENIMIENTO;1;MANTENIMIENTO;559;HORIZONTAL 1.40 M;5;201559;MANTENIMIENTO_559;5,630662021
2;MANTENIMIENTO;1;MANTENIMIENTO;604;HORIZONTAL 1.40 M CON ESPIGO;5,5;201604;MANTENIMIENTO_604;5,630662021
2;MANTENIMIENTO;1;MANTENIMIENTO;1374;HORIZONTAL 1.40 M PARA RETAQUE;9;2011374;MANTENIMIENTO_1374;5,630662021
2;MANTENIMIENTO;1;MANTENIMIENTO;606;HORIZONTAL 1.40 M REFORZADA;8,4;201606;MANTENIMIENTO_606;5,630662021
2;MANTENIMIENTO;1;MANTENIMIENTO;2912;HORIZONTAL 2.10 M SUB;6,65;2012912;MANTENIMIENTO_2912;7
2;MANTENIMIENTO;1;MANTENIMIENTO;558;HORIZONTAL 3.00 M;9,7;201558;MANTENIMIENTO_558;9
2;MANTENIMIENTO;1;MANTENIMIENTO;607;HORIZONTAL 3.00 M REFORZADA;19;201607;MANTENIMIENTO_607;11,25
2;MANTENIMIENTO;1;MANTENIMIENTO;952;LAMINA CUBRE BRECHA DE 1.20 X 2.40 M;0;201952;MANTENIMIENTO_952;6
2;MANTENIMIENTO;1;MANTENIMIENTO;2732;LASTRE COLGANTE ELECTRICO - MANUAL (CNTRAPESO);8,2;2012732;MANTENIMIENTO_2732;0
2;MANTENIMIENTO;1;MANTENIMIENTO;3280;LASTRE METALICO 6KL ANDAMIO COLGANTE CERTIFICADO;6;2013280;MANTENIMIENTO_3280;2
2;MANTENIMIENTO;1;MANTENIMIENTO;2716;LLAVE AJUSTE TORNILLO NIVELADOR;0,4;2012716;MANTENIMIENTO_2716;1
2;MANTENIMIENTO;1;MANTENIMIENTO;2628;LOSA ANDECK 3.2 UN NIVEL M² SUMINISTRADO;0;2012628;MANTENIMIENTO_2628;0
2;MANTENIMIENTO;1;MANTENIMIENTO;3002;MARCO ANDAMIO COLGANTE MAMPOSTERO;28;2013002;MANTENIMIENTO_3002;11
2;MANTENIMIENTO;1;MANTENIMIENTO;1649;MATRIZ TABLERO FENOLICO;0;2011649;MANTENIMIENTO_1649;10
2;MANTENIMIENTO;1;MANTENIMIENTO;1684;MECANISMO MANUAL ANDAMIO MAMPOSTERO CERTIFICADO (APAREJO ELEVADOR+BLOQUEO DE SEGURIDAD);11;2011684;MANTENIMIENTO_1684;11
2;MANTENIMIENTO;1;MANTENIMIENTO;1446;MELLIZA;1,5;2011446;MANTENIMIENTO_1446;1
2;MANTENIMIENTO;1;MANTENIMIENTO;1627;MENSULA 1.20 M BORDE DE LOSA;13,3;2011627;MANTENIMIENTO_1627;2
2;MANTENIMIENTO;1;MANTENIMIENTO;605;MENSULA AMD 0.70 M;9;201605;MANTENIMIENTO_605;3
2;MANTENIMIENTO;3;ENSAMBLAR;2485;MENSULA FORMALETA - GRAN FORMATO Y FORMALETA METÁLICA;0;2032485;ENSAMBLAR_2485;2
2;MANTENIMIENTO;4;LIMPIAR;2485;MENSULA FORMALETA - GRAN FORMATO Y FORMALETA METÁLICA;0;2042485;LIMPIAR_2485;2
2;MANTENIMIENTO;1;MANTENIMIENTO;2485;MENSULA FORMALETA - GRAN FORMATO Y FORMALETA METÁLICA;0;2012485;MANTENIMIENTO_2485;2
2;MANTENIMIENTO;1;MANTENIMIENTO;954;MESA METALICA;0;201954;MANTENIMIENTO_954;0
2;MANTENIMIENTO;1;MANTENIMIENTO;953;MOLINETE;71;201953;MANTENIMIENTO_953;79,17
2;MANTENIMIENTO;1;MANTENIMIENTO;1672;MORDAZA PARA COLUMNA;8,05;2011672;MANTENIMIENTO_1672;5,333333333
2;MANTENIMIENTO;1;MANTENIMIENTO;1748;PALANCA APAREJO ELEVADOR MANUAL;4;2011748;MANTENIMIENTO_1748;1
2;MANTENIMIENTO;1;MANTENIMIENTO;2717;PALANCA ARMADO SISTEMA ANDECK;3;2012717;MANTENIMIENTO_2717;1
2;MANTENIMIENTO;1;MANTENIMIENTO;2926;PANEL DE LOSA 100 X 1050 MM;4,23;2012926;MANTENIMIENTO_2926;17
2;MANTENIMIENTO;1;MANTENIMIENTO;2917;PANEL DE LOSA 100 X 900 MM;3,63;2012917;MANTENIMIENTO_2917;16
2;MANTENIMIENTO;1;MANTENIMIENTO;2929;PANEL DE LOSA 150 x 2100 MM;12,69;2012929;MANTENIMIENTO_2929;10
2;MANTENIMIENTO;1;MANTENIMIENTO;2927;PANEL DE LOSA 250 X 900 MM;9,06;2012927;MANTENIMIENTO_2927;19
2;MANTENIMIENTO;1;MANTENIMIENTO;2928;PANEL DE LOSA 300 X 1050 MM;12,69;2012928;MANTENIMIENTO_2928;19
2;MANTENIMIENTO;1;MANTENIMIENTO;2931;PANEL DE LOSA 300 x 2250 MM;27,19;2012931;MANTENIMIENTO_2931;20
2;MANTENIMIENTO;1;MANTENIMIENTO;2930;PANEL DE LOSA 300 x 900 MM;10,88;2012930;MANTENIMIENTO_2930;19
2;MANTENIMIENTO;1;MANTENIMIENTO;2919;PANEL DE LOSA 400 X 900 MM;14,5;2012919;MANTENIMIENTO_2919;23
2;MANTENIMIENTO;1;MANTENIMIENTO;2920;PANEL DE LOSA 420 X 900 MM;15,23;2012920;MANTENIMIENTO_2920;23
2;MANTENIMIENTO;1;MANTENIMIENTO;2933;PANEL DE LOSA 500 x 1200 MM;24,17;2012933;MANTENIMIENTO_2933;23
2;MANTENIMIENTO;1;MANTENIMIENTO;2921;PANEL DE LOSA 500 X 900 MM;18,3;2012921;MANTENIMIENTO_2921;21
2;MANTENIMIENTO;1;MANTENIMIENTO;2922;PANEL DE LOSA 520 X 1200 MM;25,13;2012922;MANTENIMIENTO_2922;25
2;MANTENIMIENTO;1;MANTENIMIENTO;2924;PANEL DE LOSA 550 X 1200 MM;26,58;2012924;MANTENIMIENTO_2924;27
2;MANTENIMIENTO;1;MANTENIMIENTO;2932;PANEL DE LOSA 600 x 1050 MM;25,38;2012932;MANTENIMIENTO_2932;25
2;MANTENIMIENTO;1;MANTENIMIENTO;2934;PANEL DE LOSA 600 x 1200 MM;29;2012934;MANTENIMIENTO_2934;27
2;MANTENIMIENTO;1;MANTENIMIENTO;2925;PANEL DE LOSA 600 X 900 MM;21,75;2012925;MANTENIMIENTO_2925;27
2;MANTENIMIENTO;1;MANTENIMIENTO;2935;PANEL UNI PARA MURO(E/F) 120 x 2100 MM;10,15;2012935;MANTENIMIENTO_2935;16
2;MANTENIMIENTO;1;MANTENIMIENTO;2951;PANEL UNI PARA MURO(E/F) 120 x 2400 MM;11,6;2012951;MANTENIMIENTO_2951;16
2;MANTENIMIENTO;1;MANTENIMIENTO;2936;PANEL UNI PARA MURO(E/F) 150 x 2100 MM;12,69;2012936;MANTENIMIENTO_2936;16
2;MANTENIMIENTO;1;MANTENIMIENTO;2950;PANEL UNI PARA MURO(E/F) 150 x 2250 MM;13,59;2012950;MANTENIMIENTO_2950;16
2;MANTENIMIENTO;1;MANTENIMIENTO;2952;PANEL UNI PARA MURO(E/F) 150 x 2400 MM;14,5;2012952;MANTENIMIENTO_2952;16
2;MANTENIMIENTO;1;MANTENIMIENTO;2937;PANEL UNI PARA MURO(E/F) 220 x 2100 MM;18,61;2012937;MANTENIMIENTO_2937;17
2;MANTENIMIENTO;1;MANTENIMIENTO;2938;PANEL UNI PARA MURO(E/F) 250 x 2100 MM;21,15;2012938;MANTENIMIENTO_2938;20
2;MANTENIMIENTO;1;MANTENIMIENTO;2953;PANEL UNI PARA MURO(E/F) 250 x 2400 MM;24,17;2012953;MANTENIMIENTO_2953;20
2;MANTENIMIENTO;1;MANTENIMIENTO;2939;PANEL UNI PARA MURO(E/F) 270 x 2100 MM;22,84;2012939;MANTENIMIENTO_2939;17
2;MANTENIMIENTO;1;MANTENIMIENTO;2954;PANEL UNI PARA MURO(E/F) 270 x 2400 MM;26,1;2012954;MANTENIMIENTO_2954;20
2;MANTENIMIENTO;1;MANTENIMIENTO;2940;PANEL UNI PARA MURO(E/F) 280 x 2100 MM;23,68;2012940;MANTENIMIENTO_2940;20
2;MANTENIMIENTO;1;MANTENIMIENTO;2941;PANEL UNI PARA MURO(E/F) 290 x 2100 MM;24,53;2012941;MANTENIMIENTO_2941;20
2;MANTENIMIENTO;1;MANTENIMIENTO;2942;PANEL UNI PARA MURO(E/F) 300 x 2100 MM;25,38;2012942;MANTENIMIENTO_2942;20
2;MANTENIMIENTO;1;MANTENIMIENTO;2943;PANEL UNI PARA MURO(E/F) 350 x 2100 MM;29,6;2012943;MANTENIMIENTO_2943;20
2;MANTENIMIENTO;1;MANTENIMIENTO;2955;PANEL UNI PARA MURO(E/F) 350 x 2400 MM;33,83;2012955;MANTENIMIENTO_2955;20
2;MANTENIMIENTO;1;MANTENIMIENTO;2944;PANEL UNI PARA MURO(E/F) 400 x 2100 MM;33,83;2012944;MANTENIMIENTO_2944;27
2;MANTENIMIENTO;1;MANTENIMIENTO;2956;PANEL UNI PARA MURO(E/F) 400 x 2400 MM;38,67;2012956;MANTENIMIENTO_2956;27
2;MANTENIMIENTO;1;MANTENIMIENTO;2945;PANEL UNI PARA MURO(E/F) 450 x 2100 MM;38,06;2012945;MANTENIMIENTO_2945;27
2;MANTENIMIENTO;1;MANTENIMIENTO;2957;PANEL UNI PARA MURO(E/F) 450 x 2400 MM;43,5;2012957;MANTENIMIENTO_2957;27
2;MANTENIMIENTO;1;MANTENIMIENTO;2946;PANEL UNI PARA MURO(E/F) 470 x 2100 MM;39,75;2012946;MANTENIMIENTO_2946;27
2;MANTENIMIENTO;1;MANTENIMIENTO;2947;PANEL UNI PARA MURO(E/F) 480 x 2100 MM;40,6;2012947;MANTENIMIENTO_2947;27
2;MANTENIMIENTO;1;MANTENIMIENTO;2948;PANEL UNI PARA MURO(E/F) 500 x 2100 MM;42,29;2012948;MANTENIMIENTO_2948;33
2;MANTENIMIENTO;1;MANTENIMIENTO;2949;PANEL UNI PARA MURO(E/F) 550 x 2100 MM;46,52;2012949;MANTENIMIENTO_2949;33
2;MANTENIMIENTO;1;MANTENIMIENTO;2958;PANEL UNI PARA MURO(E/F) 550 x 2400 MM;0;2012958;MANTENIMIENTO_2958;33
2;MANTENIMIENTO;1;MANTENIMIENTO;2959;PANEL UNI PARA MURO(E/F) 600 x 2100 MM;50,75;2012959;MANTENIMIENTO_2959;33
2;MANTENIMIENTO;1;MANTENIMIENTO;2960;PANEL UNI PARA MURO(E/F) 600 x 2400 MM;28;2012960;MANTENIMIENTO_2960;33
2;MANTENIMIENTO;1;MANTENIMIENTO;561;PARAL 1.0 M CON ESPIGO;5;201561;MANTENIMIENTO_561;10,14705882
2;MANTENIMIENTO;1;MANTENIMIENTO;560;PARAL 1.0 M SIN ESPIGO;5;201560;MANTENIMIENTO_560;7,955555556
2;MANTENIMIENTO;1;MANTENIMIENTO;576;PARAL 1.5 M CON ESPIGO;7,15;201576;MANTENIMIENTO_576;6,6666
2;MANTENIMIENTO;1;MANTENIMIENTO;575;PARAL 1.5 M SIN ESPIGO;7,2;201575;MANTENIMIENTO_575;3,75
2;MANTENIMIENTO;1;MANTENIMIENTO;562;PARAL 2.0 M CON ESPIGO;9,5;201562;MANTENIMIENTO_562;8,571428571
2;MANTENIMIENTO;1;MANTENIMIENTO;563;PARAL 2.0 M SIN ESPIGO;9;201563;MANTENIMIENTO_563;12,02380952
2;MANTENIMIENTO;1;MANTENIMIENTO;380;PARAL PARA MALLA ATRAPA CAIDA;18;201380;MANTENIMIENTO_380;15,11904762
2;MANTENIMIENTO;1;MANTENIMIENTO;609;PASADOR PARA ANDAMIO MULTIDIRECCIONAL;0;201609;MANTENIMIENTO_609;0,3
2;MANTENIMIENTO;1;MANTENIMIENTO;315;PESCANTE COLGANTE TRADICIONAL;0;201315;MANTENIMIENTO_315;4
2;MANTENIMIENTO;1;MANTENIMIENTO;2733;PESCANTE DE FIJACION COLGANTE AMD Y MAMPOSTERO;18;2012733;MANTENIMIENTO_2733;8
2;MANTENIMIENTO;8;REPARACION;2733;PESCANTE DE FIJACION COLGANTE AMD Y MAMPOSTERO;18;2082733;REPARACION_2733;8
2;MANTENIMIENTO;1;MANTENIMIENTO;1688;PESCANTE DE FIJACIÓN COLGANTE CERTIFICADO;17;2011688;MANTENIMIENTO_1688;8
2;MANTENIMIENTO;1;MANTENIMIENTO;2755;PESCANTE FIJACION ANDAMIO COLGANTE;15;2012755;MANTENIMIENTO_2755;9
2;MANTENIMIENTO;1;MANTENIMIENTO;550;PIN DOBLE PARA FORMALETA METALICA;0,07;201550;MANTENIMIENTO_550;0,375
2;MANTENIMIENTO;1;MANTENIMIENTO;551;PIN SENCILLO PARA FORMALETA METALICA;0,07;201551;MANTENIMIENTO_551;0,38
2;MANTENIMIENTO;1;MANTENIMIENTO;1342;PIVOTE (espigo) PARA PARAL HIBRIDO (TLLO Y TCA SEG);0,6;2011342;MANTENIMIENTO_1342;0,9375
2;MANTENIMIENTO;1;MANTENIMIENTO;1669;PIVOTE ESCUALIZABLE DOBLE PARA TACO METÁLICO;2,62;2011669;MANTENIMIENTO_1669;0,66666
2;MANTENIMIENTO;1;MANTENIMIENTO;1668;PIVOTE ESCUALIZABLE SIMPLE PARA TACO METÁLICO;1,89;2011668;MANTENIMIENTO_1668;0,66666
2;MANTENIMIENTO;1;MANTENIMIENTO;1667;PIVOTE ESCUALIZABLE SIMPLE PARA VIGA 90 X 50 MM;1,56;2011667;MANTENIMIENTO_1667;0,66666
2;MANTENIMIENTO;1;MANTENIMIENTO;592;PIVOTE PARA BARANDA ESCALERA AJUSTADO;0;201592;MANTENIMIENTO_592;0,5
